Tweets,isLiterary
"once you start acting weird , ima show you who weirder 🙃",False
just finished @zlikeinzorro’s enchanting fictional piece “the inheritance of orquídea divina” and highly recommended it for those of you who enjoy #familyhistory along with #magicalrealism. #genealogy #hispanicheritagemonth  #reader #bookworm https://t.co/tjnymn2cnu,False
"@starshipalves @dshrig @darrylmackieppc @roccogalatilaw if you can’t watch a simple video or listen to an expert, then it is you who are either confused or lying.  period.",True
"@dolemanrobert @chenweihua @thehill how is that changing the argument? i asked you ""who cares"", you told me who cares, and i commented on that. if you can't follow a basic conversation, you shouldnt probably talk about iq",False
@itsasec67108961 @popdrawyt @originalfunko people win all the time.. they just don't tell you who won so people aren't getting messages about trading or i'll pay you for it type things..,True
"o you who have believed, bow and prostrate(sujood) &amp; worship your lord and do good - that you may succeed! 

surat ul hajj | verse: 77",True
"time will show you, who deserves your heart.",True
"@seraph76 @flightofsand oh, you need to cry! so horrifying!

actually, i find your attitude offensive, intolerant, hateful and utterly false. it is pseudointellectual nonsense makers like you who create antagonism and conflicts. not me,my asian girlfriend or this book.",True
thank you to all the alums who are supporting this weekends @hurstmlaxtrain homecoming events. many of you who can not attend have generously contributed. for all those who will be at the alumni game and edmiston open... start stretching. thx u guys! #1ofus #hursttrain https://t.co/3vcbgakjpd,True
this thug officer is showing you who he is. now do something about. fire him quick. https://t.co/d2m9jndbot,True
"in case you don’t see where the world is heading, let me tell you… find a niche, join a community of people as passionate as you who also want to learn hands on instead of going to uni and build the future with those anons! bypass the boomers. #bitcoin #btc #eth #avalanche",True
"no-one cares about this on the thread where it’s come up, so here it is for all of you who’ll see it here:

artistic use of language includes capitalisation, punctuation, and titles.

the name of a piece of art should be replicated as published because it is part of the piece.",False
"✨ stolen kiss

lixpetistt would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/vwfmgogo6r https://t.co/8v1i6wqqdm",True
"@rsbnetwork you sir, are part of the problem. you and those who like you who refuse to listen. you might feel that i’m a leftist; but, nothing could be further from the truth. it sad  to see the republican party go down the fascist rabbit hole. the party mirrors what it claims to resist.",True
@vir6l @stousyy 💀💀 and he knows you? who r u again,True
"and for those of you who are offended at this email, i would apologize but i really don't give a fuck. go fuck yourself.

sincerely, me",True
"@watchmensclc77 @dawgdocbrad @hawaiinguy808 @aegro_84 @destinlegarie firstly no one on this thread has said gp is a money looser, and 2nd it was you who brought up numbers and growth, and then when asked about the numbers and growth all you have is speculation.",True
i envy every single one of you who are seeing tucker but i can’t wait to see the videos of him performing. you guys better record!!,True
"i am praying to god this isn't even real - but just in case it is i have to rt...i am so sorry for upsetting any of you who see it...but pls sign/ rt!!  someone please save these poor souls.  #doglovers #dogsoftwitter   #swaziland #animalcruelty #animals
https://t.co/kybjtlkw2i",True
"when someone shows you who they are, believe them, and remember it. https://t.co/8xdcesk4ec",True
@unknown82164078 @anthonyvitt @facelesstechie @washingtonpost so the smallpox is a respiratory virus? surely it is you who ought to be ignored.,True
"i'm literally obsessed with every single one of you who voted in this poll slkdfmdlfm so okay. have both, happy wip wednesday mwah https://t.co/xosesj2aty",True
@awong37 grateful for each and every one of you who provide health care to all of us! we see you. we appreciate you. ❤️,True
"@rma13fiona absolutely! for me, supporting the club has always been an escape and i thoroughly love it. just need to get used to this shower of shit opinions that comes with every draw/defeat though😅thankfully, there are many (like you), who can balance it out the other way. so, all good.",True
@substanced3 it was you who enlightened me about coffee right?,True
i find it difficult to understand how democrats seem surprised at mm . when someone shows you who they are believe them https://t.co/fp9yongxyf,True
@dalee1203 what's wrong with maine ? when someone shows you who they are believe them !  (maya angelou),True
"@dungeonmastersc it's actually quite good, but an annotated version that tells you who all those obscure historical figures are is essential.",True
"to be a duterte supporter 👊🏻 and marcos loyalist ❤️ is okay.

to be an aquino🎗️, mama leni 🍲, manny 🥊, isko 👆🏻 and ping 👮🏻‍♂️ supporter is fine too.

you know what's not okay? to be a pa-woke where you need to cancel the people around you who do not support your political stance.",True
https://t.co/lh4drpy8d2 respect to those of you who know the texts via /r/atheism #atheism,True
"@lindyli @mayoisspicyy she's a republican. 

when someone shows you who they are, believe them the first time.

-maya angelou",True
"you’re a pretty bad person for saying this. you see, by calling her a “maga brownshirt” you’re not merely slandering her, who can’t defend herself, but everyone who supported trump in 2020. it is precisely people like you who are sowing hatred and division in america. https://t.co/6gebjnhva3",True
@gl0ck47 @saviorcardi using an edit of a threat of a woman speaking about a tag being put on her head is disgusting.  tf is wrong with you?  who adds music to that?  i mean really.,True
"(jsyk: you /do/ have to understand it if you're trying to represent it in media. or you have to have somebody with you, every step of the way, helping you, who does.

but to accept us and accommodate who we are, aside from that? you don't have to understand. just do it anyway.)",True
"fufu... amazing as always, kasumi. that's exactly the kind of thing that makes you who you are!",True
"@markknochel @chefvano @chron we're not dumb, buddy. we get it. it's you who doesn't get the texas law contains those blue-leaning cities. or you're just not listening. or it's not as big of deal to you 🤷🏻‍♀️",False
@danjone29920452 you have to push diversity because of people like you who say immigrants should be white only. and i didn't see biden cheering being a minority. he was stating facts.,True
"you guys are to judge someone and choose to completely ignore the context to which he/she might have written it. that tweet might have looked bad to those of you who have already read the book, because you knew what follows, but i didn't. +",True
"i hope all of you who are obsessed with jack harlow solely dig him for his personality, because truthfully, he’s just an average-looking white guy",True
"@righterae she wanted me to tell you who it was from…and i was like, you literally say your name in the first sentence 😂😂",True
@seamusing context my friend. those events happened so in the context of the game they meant something. if i asked you who missed for wolves you could tell me 🤷🏻‍♂️,True
@thecoomunist you?  who are we talking about here,True
"when people tell you who they are, you listen. https://t.co/q91faf8cvt",True
@sharmarkei it’s me and you who should volunteers to rebuild our country. inshallah very soon everything will turn into good.,True
"i used to think this place was all about pandering to your baser instincts. now i understand. it doesn't cater to your lowest self, it reveals your deepest self. it shows you who you really are.",True
when people show you who they are.. believe them.. i always say the thing i respect most is consistency❣️✨✌🏾,True
"and for those of you who want to continue shitting on him, don't be toxic. if the person wanted to solve the issue they could have easily talked to him in private. they didn't have to drag it out in the open and spread so much toxicity. that's toxicity https://t.co/loqtk2nbyg",True
@fogarichi i understand. my son just became a driver too; in just his 1st week he saw the same things! ...but thank you for all you have done! there are lots of real americans that appreciate those like you who have done so much during these times of craziness! god bless you &amp; family!,True
"@robertshippey this article in the @guardian last month actually covered the rise of young people taking up smoking during lockdown. unfortunate news for those of us, like you, who thought this cancerous drug was on the way out
https://t.co/pyeeokyps6",True
"@nic60491315 @sunriseon7 if you choose to believe everything that the gov &amp; msm tells or shows you without q, and you choose to forgo your freedoms &amp; democracy without q, then it is you who is nqr and already lost.
i pity you.",True
"reposted from @dearevanhansenmovie for those of you who have always wanted to see the musical, and those of you who couldn't wait to see it again, this friday #youwillbefound. @ montgomery village, maryland https://t.co/jslbxeuaka",True
"@facts_chek @ani 😂😂😂 tumlogo ki itni jalti hai. yes they are united states people, not people like you who are hired for 100 rup per day by congress govt to stand and 🤮",True
"@bschillace 1. make sure that you are safe and do not have anything scheduled for the near future. 2. make time to be present with the part of you that is anxious and listen to it, caring for it as you would a small sick child. 3. be kind to the parts of you who are working for your survival",True
wait until you are jobless. all those people around you will show you who they really are. some won't even pick your calls anymore.,True
"we do not record the cypher. last night was no exception. you just had to be there. but for those of you who missed it, check out the playlist (curated primarily by our incredibly inspiring guests/new cypher family members: @hfdavis  @lipatel lorna rivera &amp; @reneeygraham.",True
"@grinxtdoor gotta remind you who you truly belong to, haven’t i?",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year kookfluffly 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/qodxdukv7r https://t.co/elfrs1zqbt",True
@foden4prez @jkcorden typical people like you who can't stand to be a second without pigeonholeing and bothering someone for their musical tastes,False
@seamusing if i ask you who scored the tottenham pens you could tell me. whether stattos “officially” register them is irrelevant. they still scored them so in the context of the game this evening they meant something. if you scored 5 in a friendly you’d still have scored 5 in the game.,True
there’s nothing but you who can let them in.,True
"super excited to announce i'll be appearing as an author at #fanexpodenver, oct 29-31 @ the colorado convention center. for those of you who haven't heard, this is a new and improved denver comic con. get your tickets now at  https://t.co/j7uvsye12v",False
"@chrismcfeely chris, sorry for the random intrusion, but i wanted to ask you: who are the best transformers producers and creatives?",True
"night has end for another  day, morning  has come in a special way.  may your smile like the sunny rays. 
it is you who makes our morning wonderful and our life amazing. good morning and have a nice day,  @saint_sup! 😘💕

niceday saint
#อรุณสวัสดิ์เซ้นต์ซุป 
#saint_sup #minger https://t.co/4k6tjc8qic",True
fuck all of you who made me download genshin impact. seriously i hate you. i can’t stop playing this damn game. i have been playing for 6 hours!,True
"my dog, poopy, for those of you who don't know.",False
"who am i darling for you?
who am i to be your burden in time?
who am i to you?",True
"for those of you who have been traditionally published and hope you'll someday have your novel reissued, here's what you can expect. https://t.co/ltm1mdlg7x #traditionalpublishing #novelreissues",True
to those of you who are in attendance enjoy the show and be as loud as you can for those of us who can’t be there. #aewgrandslam,True
"my guess is the founder is saying the same thing about you. who knows how many years that founder put into that business out of their kitchen, wework, strip mall etc. this ain't the look you want out there for founders thinking about taking a check from you. let them man live. 😞 https://t.co/5ruh7xhm2u",True
i’m certainly in… are you? who wants to compete with the 🐳?? https://t.co/fsfdaronpb https://t.co/n4izzztjft,True
"@dectime2speakup @georgefoulkes @lesleyriddoch @nicolasturgeon if this did indeed happen then i bet he was brilliant . if no one got  second chances , three etc.what would yous unionist's do ? the uda , uvf and on and on ! it's yahoo's like you who do scotland down not our english neighbors !",True
lol i laugh you know when i hear people going after board directors. as one myself i have to shake my head in amazement and say if you all knew what board directors go through for free all of you who talking would never sit on one of them.,True
"⠀⠀
⠀⠀⠀⠀family are not just people who coddle you, who grant you your every whim. they are people who fight for you, who you fight for.
⠀⠀",True
“so let me tell you who disagrees. 35 states across the country disagree with that because 35 states have voter id laws in effect. but not just 35 states. 81% of voters in america disagree with the radical views proposed by the democrats https://t.co/pz9bjofhm6,False
"86. his brother's shoulders, throwing a wink at taehyung who chuckled. 

jungkook smirked and playfully pinched his brother on the arm. 

""atleast i have a boyfriend unlike you who is still crushing helplessly~"" jungkook teased him and dodged the playful slap he was about to-",True
listen to them when they tell you who they are. https://t.co/s7ajs4ul2l,True
"the most dangerous people are not dangerous people ,it's the people trying to prove that they dangerous people. people like you who want acceptance but ain't really evil. 

stay strong be different!!!",True
"""[…] but because you decided to run and hide here, they have known a hunger that they never needed to feel, suffered pain that could have been avoided. yes, we did imbue them with their atma, but you need to realize that it's you who's been the root cause of all of this.""",False
"@xballislife31x @gerbalyn lol my opinion sucks ? why bc you couldn’t have an intelligent debate? 
bc you couldn’t back up your statement of facts. bc it’s ppl like you who think they know everything. but in fact i don’t know shit abt anything. ugly ppl really do be miserable",True
@10ktakes_ zimmer drafted and made you who you are now! the offensive coordinators coached rudy!,True
"here we go folks who were in the stream earlier - did 1 transfer in (witsel) and managed to get malen in whilst keeping 100% chemistry. those of you who didn't watch the stream - this is 12k fifa points, just that 1 transfer. https://t.co/v8c3gcoryy",True
"sometimes you plant seeds carefully and with intention but don’t get to watch them grow. yet they become a beautiful and rich garden from which others reap the bounty. there is value in the sowing, even if no one remembers it was you who dreamed the garden into the dirt.",True
@cryptic_miind haha! nice try but everyone with a functioning brain here knows he clearly knows  his subject unlike you trying to score points by twisting facts. cryptic mind alright...it's you who is every bit fake,True
"@mileslunn @bachausprotonm1 @nogunsincanada i always do learn from them.

unlike you who have nothing of importance to offer.",True
@kevsjunk she used a personal shopper! i can tell you who she uses!!,True
"@teslaaibot @sangram2sahu humans is known among people, he forgets everything, you who are a robot, why did you forget ??😉🙃 https://t.co/mes6bbt2hh",True
@adam_oliver1 in the context of the game two my friend. one for official record keeping. if i ask you who scored tottenham’s penalties you wouldn’t answer nobody.,True
"@i_willy_5 the difference with sports is statistics. numbers will show you who the better player is. even tho artist have numbers too, music is more subjective",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year holaescam 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/f5kgkewfam https://t.co/jex8nwn5iu",True
"i want you, who doesn’t care about any stares",False
what if social media disappeared? would you truly know how to be yourself without the world telling you who you think you should be,True
"@miragenos @pomegrana_te like, bro, i want you to be the better version of you, who is still whatever type of anarchist you are but doesn’t sound so corny about it.",True
"sakurai is a massive troll.

he would put waluigi in as the last fighter just to fuck with all of you who said no that's dumb.

he added piranha plant.

(still super unlikely he will get in though) https://t.co/xesh9aq6yy",True
@nanayawsuspence and it's made you who you are today 😎,True
"@xxcrayzeezxx @fredderikkk @pastajoe5 @wgrz they are also short staffed because of a global pandemic and scared boys like you who are rushing to the hospital once your tough guy attitude goes away, and you beg for your life.",True
@zealprecious1 @ogbenidipo nigerians go reply you who be your mate do you no my age,True
"@kevinosx @sinonstream @playnewworld i can tell you who is into fishing.

that's @jayennelle",True
"cosmos looks after the birth &amp; stay &amp; death of you who was lowered as a child machine in a three dimensional world.

please enjoy this moment &amp; this place to the fullest purely.

rt s_um_mer0 https://t.co/zkgn1egym3",True
"you brood of vipers, how can you who are evil say anything good? ...i am not concerned that i am not known, i seek to be worthy to be known.",True
you can’t let other people tell you who you are. you have to decide that for yourself.,True
"@tyler_polumbus media jerks just like to go hyper negative.   or they're just hyper stupid.   chubb is a bad ass baller who has had some bad luck with injuries.   teddy plays  two good games and media jerks are asking ""aaron who?""   give it some time.  both players will show you who they are.",True
"all of you who post stuff on whatapp status and delete almost immediately or few minutes after , what exactly is your problem? will your mummy or daddy beat you for posting? or  were you in a trance when you posted it earlier? 😏",True
"#quran 

o you #people ! you #recite this #verse o you who believe! take care of yr ownselves. if yu follow the (right) guidance [&amp; enjoin what is right ( #islamic #monotheism ) &amp; forbid what is wrong (polytheism] no hurt can come to you from those who are in error
 5:105
#allah",True
"@22_gilly @gentlemansparky @mssweettd @hjoycegender @eyeedinburgh someone like you who believes our ""gender identity"" trumps our biological sex.",True
@brycehall @vaultofgems lol still he hasn’t removed this tweet. any of you who bought into this scam can hold him accountable,True
"it was you who said goodbye
still, tears run down on your cheeks
if you are going to erase memories of yesterday like this,
that's enough. just show me your smile",True
"@truexdemon too bad, it was you who gave me the tip on $bbig and made a butt load on $sprt but you were not the reason i created either of my positions and i the fact you exited yours, makes no impact on my decision. i know it sounds ungrateful, but i am not. ty.  mental health comes first.",True
"@paykhar you can tweet whatever you want, its not the people, its you who is scared of backlash",True
@norytter like you who took this pics,True
"@jojo_mcali the difference with sports is statistics. numbers will show you who the better player is. even tho artist have numbers too, music is more subjective",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year fxirykarl 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/dbt6albi1l https://t.co/zmaslsz3ph",True
"@erenandtsuyu @meh_idk_anymore @aryan96143564 be grateful it was me who told you who he is... you would not want to hear it from a random a$$hole,cuz he would make a bad joke.",True
@cardinalrlburke @guadalupeshrine your gratitude to god and all that work in the healthcare industry could have gone to protecting those who are exhausted from caring for people like you who refuse to be vaccinated.  perhaps this is god’s smite to you being a racist individual.,True
someone hurt you? who? i shall punish them.,False
"@nottheexpertyt i feel as though your content has always been entertaining no matter what that exact content was. and to be honest, i feel as though it was the content that was entertaining, but it was you who kept it like that. don’t feel as though you have to upload just to meet quotes",True
"all you gotta do is sit back and allow ppl to show you who they are. 
just pay attention👏🏻",True
"@torrhl @hoogemoogende @heydavidbailey @ezraklein the original point of this thread was to blame golf. my apologies, it wasn't you who stated it.",True
i have recently accepted a new position in the red cross &amp; will be moving to the texas gulf coast region (houston) as the comms director. i am extremely humbled &amp; excited to announce this! thank you to each of you who have impacted my life &amp; helped me get to where i am today. https://t.co/gy7slqqqrw,True
just the biggest fucking loser energy. i don't even gotta tell you who's who or whatever it's that level of bad https://t.co/cttpfzp1la,True
"to the women and girls of texas, afraid of being traumatized and hounded by predatory bounty hunters; to all women outraged by having our bodies’ rights taken by the state; and to all of you who are made vulnerable and subjected to shame because you have a uterus, i see you https://t.co/zdkqaidsbf",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year itstayuki 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/kvueeybamc https://t.co/xdzyjqjw29",True
"all i'm saying, if [streamer] was really sorry about slagging off folks based on race, sexuality &amp; gender....

maybe don't use your first partner stream to slag off everyone who called you on such poor, toxic behavior?🤷‍♂️

believe people when they show you who they are.

#fm21",True
"@juliexbts neither tastes nor standards matter in front of me, you become to want me and only me, because it's you who made me 
 
– filter",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year darealsmoltoon 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/grcvvhhizh https://t.co/fwxpkgax3j",True
"i’m sitting in the cafeteria at @uwinnipeg before my class and a student from last term came up to me and said i was her favorite instructor 
💙

that’s a wonderful feeling.

i only teach one course and remote teaching was hard. a big shoutout to all of you who do that full time.",True
"@bobalosrex @aaron53487329 @eveblackwood69 @the_statesmen1 @wowhead this is the kind of nonsense you get with ""government intervention"". you get blizzard giving lip-service to people like you who seem to think it's acceptable progress when really all they're doing is making laughable changes to things literally no one took offense to",True
"@itesotdude if people like you who were among the planters forget, now who will tell  my grand kids 😓😓",True
@jerkytv why would anyone be scared to play you? who are you?,True
"i waited for you, but i never told you where i was. it was you who taught me how to write these kinds of equations.",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year pyro_demons 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/w77kd79k6n https://t.co/ti5ih7g3mk",True
sorry for late feed back thank you to all of you who gave tips and advice the birthday party was swell chicken breast dijon mustard and cranberry sauce sandwiches were the favourites closely followed by smoked salmon soft cheese and dill brioche  😋 🤤 https://t.co/turzupasax,True
"when a mate mistreats, he is exposing his lack of self worth. you take this personally and think it is you who lacks worth. and that is how the cycle perpetuates itself. instead, approach the matter with a sound mind and a willingness to solve the problem. now enjoy your miracle!",True
"@jeffdekal @jswayart doesn't help this presumption; you seem to be ignoring people who respectfully point out why they don't like your choice, making it look like you're being purposefully obtuse.
true, you made one choice in a series of millions that make you who you are, but each choice says",True
"@politorres_ i'm not free, i asked forgiveness three times
same amount that i denied, i three-time mvp'd this crime
i'm afraid to tell you who i adore
won't tell you who i'm singing towards
metaphorically, i'm a whore, and that's denial number four",True
"@chrischirp @davidmichaelbr i think we can do better: each kid in an airtight container... the ""bordeline criminals"" are scientists like you who are still pushing for eradication of the virus... you lost, that'a all. there is a vaccine to protect vulnerable  people,  give kids and young people a break...",True
"@kfool234 you can’t just tell people to “buck up” because they don’t conform to your emotional bar.

really sucks to have edgy gamers like you, who think they’ve got life figured out and telling people what to do, representing us. tsk tsk",True
@munyayiwashe @hwendec empty is you who thinks hashtags on twitter aren't important. do with twitter what is important and leave him to do what he sees important. geri-t?,True
for those of you who know more than one language pls help me. my brain is literally fried from how much french i’ve had to learn/speak in the past two months. how do i get out of this brain fog?!,True
@kyrstensinema you sure as hell changed your colors!!  what happened to you!!!  who bought you off!!  all the sweet tweets in the world will not change anything!!  #endthefilibuster,True
@harkris31442509 i don’t even know who you’re talking about. i don’t watch desi tiktok and/or i am not familiar w anyone you’re talking about. maybe it’s you who needs to work on your communication skills. i saw what you wrote and called you out for it. it’s not called being ‘illiterate’,True
@moo4free was it you who said we needed some spike milligan? https://t.co/7ffbswup5g,True
"@hqbinders @andrewcharries yes, but apart from them, those with an iq above 13, anyone with even two brain cells to rub together and members of moderate political parties, i ask you, who could have known?!",True
@rhu777 @bbcchrismclaug boof….. says you who is all over this. nice move mensa. 😵‍💫,True
"@ethtechusa @aalekaa @alanalevinson just have to leave how much it’s struck me, you who seem to care about how fellow women treat eachother call my explaining my stance “nastiness”. also next time you might want to hashtag it right #internalizedmisogyny but go off i guess while you practice it yourself.",True
"you who believe! eat of the good things we have provided for you and give thanks to allah if you worship him alone. (qur'an, 2:172)",False
"@_johnd0e accept that for what it is. when people show you who they are, believe them.",True
@jakeandhoops nahh you trippin bc if i ask you who would you trust to take the shot to tie up the game out of the 3 you taking klay no doubt stop the cap but far better??? cmon man what you had to drink i need sum of that😂😭 i could say maybe a bit but far the disrespect is real for klay,True
@tacosransi you do realize you’re responding to 1 person right? but i thought the situation was quite funny. the outcome? even more hilarious. i think it’s you who lack a sense of humor,True
"@retiredbarca @bayernlm10 it's you who's making a fool of yourself. those stats are for the calendar year 2016, not for the 15/16 season.

learn to read first before jumping the fake stats wagon",False
"@songofthemasg @ggreenwald for those [you] who were born yesterday and think a single tweet is the history of the world:
https://t.co/yjkrevggum",True
"@dongeronimoshow @big100radio @acosta @cnn @iheartradio can’t wait, don! you set the standard for me in terms of what good radio was. and it’s been severely lacking in washington for a long time. so it’s fitting that it’s you who’s back to bring good radio back to the market!",False
"$10 · first-of-autumn yarn bag special with bonus - nextdoor 
https://t.co/52dptbejx8 for those of you who live around the everett, wa area: you can help me help our precious local kitties.",True
"can't stand morons like you who can't get to the damned point! basically you're saying, 'we wanna cause trouble, be our pal!' what a joke! i've always admired all might's triumphs. no matter what any of you jerks say... nothing's ever gonna change that! (katsuki bakugo)",False
"another really good stream, i appreciate all of you who come and hang out with me, it means a lot that you'd give up your free time to watch me do dumb stuff in a video game, so thank you.

you're all amazing. 😎",True
"come to me, all you who are weary and burdened, and i will give you rest
take my yoke upon you and learn from me for i am gentle and humble in heart, and you you find rest for your soul.for my yoke is easy and my burden is light.mathew11:28-30 #raptureisnear",True
"and it's a wrap. wonderful insight and perspective from @costaleabo and @cmoores5 - a great team, working hard for their beloved city. thanks to all of you who made the #realbievent so special with your presentation, your chat, your questions, and your attention. https://t.co/dseiiw9kpw",True
hello! a big thank you to those of you who have completed our survey so far - very useful responses - however we had some technical issues with the survey yesterday - we are pleased to announce it is now open for responses again; so have your say! https://t.co/0cmox7hlta,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year ting_tingball 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/uluvmfjlxb https://t.co/41f9jbig3a",True
"i'm not joking
i'm not interested
i don't want to conform
i'm not skilled like that
what does it mean to be normal?
i think i'm normal
it's all of you who are weird

[eccentric #エキセントリック]",True
"@zenytalk hold on, how is the noelle/ralsei option ""the wrong one""? i kinda interpreted that question as the game blatantly asking you ""who do you ship?"", it's true that if you say those options, susie does note that, but i think the game has strong arguements for kris legit wanting 'em.",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year dayeongatita 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/x5esonwbvd https://t.co/e9ya0j8rfa",True
"@patatassmall @goodtexture @tr0llytr0llface no, i have heard dozens like you who claim crypto folks say it, but never actually heard it",True
"@bigbossvette @ebonie_qt you: who you talking to?
dog: you bitch! what i gonna do about it",True
"interesting watching all the trolls come out to  argue on my very innocuous tweet. tells you who they are. behind sweet persona lies controlled op.
https://t.co/lbtyj5rycg",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taesweeties_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/t9pe1xbqgc https://t.co/ific74hoep",True
waysha people will tell you who i am 😭,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taefltrz 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/dwntm6btbx https://t.co/bibs3xxndr",True
"the winner of the beeple homie is @chillez69 hit me with your wallet address 🎉

those of you who collected at least 2 homies from the drop today will be air dropped your @beeple homie in the next few hours💯

#henhomies https://t.co/ognzgcysrt",True
@vabvox when people show you who they are...,True
"🔥🐐here’s a song for you… who you are by j hus
https://t.co/a6rjdlkp7e",True
"when someone tells you who they are, listen. 
the cpc locked its mps and candidates out of its central voter database, an attempt by o’toole to protect his leadership and deny them access. 
what a major fuckwad. #cpc #canada https://t.co/wrd6h3ctzp",True
i want to thank all of you who watched this video and left supportive comments on it. i totally didn't expect this to get as big a reception as it has. bless all of you for your kindness! it really means a lot to me as i continue to work on bettering myself going forward. :) https://t.co/wwux0xbeyh,True
"flowers: i'll tell you who your enemy is, gentlemen. apathy. passivity. indifference. ...and yes, also those red guys.",True
"@realtuckfrumper why would anyone vote for someone that is so ignorant, that they cannot even tell you who the current president is?",True
been in this shit so long i can tell you who play cool 🤫,True
"@gracelover712 @tifanyrobb10 im with you , who ???",False
"44k 👍 
many of you who said 38k it's cause some ct top accounts said 38k but many signs said it was more likely to go up. dyor 🤝 https://t.co/yyldfgc6ro",True
@intheweeeds as a younger swiftie i agree with you tbh. you all are the ogs and i respect all of you who have been long time taylor stans🧎‍♀️👑,True
"politicians promise you everything you want if you vote for them. so you do and then when they’re in power they piss all over you……… every feckin time, regardless of party. 

and every, every 4 years we let them do it again.

i ask you, who’s the fools🤔",False
"@whetherhead5 be wise with your allies, and always believe someone when they tell you who they fight for.

blm is just looking after blm.",True
"@luvyouneighbor @johnpavlovitz and thanks for completely avoiding the point: the belief 'homosexuality is sin' is evil, it produces murder.  and people like you who teach that belief, are false teachers.",True
"@sensanders whoa. let’s start with the insurance companies before we go after pharma. actually, let’s start with politicians like you who can’t or won’t reform our shitty system.",False
"@laurenboebert congresswoman omar came here as a child, not her choice, but she is an american citizen and actually does her job, unlike you, who thinks hate tweeting and photo ops are what we pay you to do 24/7.",True
"@latinboimuzikk @lucas_koffeman @metahero_io no, same as my ig since i got about 100 more followers on there from twitter stalkers like you. who r u again? you know i only created a twitter to find out wtf happend to my heron on bitmart. that's the story of this project its white paper has a lot of white out",True
got 20 more copies of my book for any folks who want a signed copy ($15)! dm me if you'd like one! thank you to each of you who have invested in this book and in me. https://t.co/u5fxu6mmck,True
"for all of you who gossip about me: thanks for making me the center of your world.

#happybirthdayrahulvaidya",True
"also, those of you who have made it into a big publishing house, tips and tricks for finding agents please and thank you",True
"those of you who have written books, how did you successfully find time? i think i'm almost ready for mine.",True
@kenboessenkool @shandro show me who your friends are and i'll show you who you are.,True
@kingwilliams_13 i meant to ask you who did your tatt.,True
"✨ stolen kiss

miaxhd would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/dbyhvltasy https://t.co/fi7b53yqmi",True
@big_business_ he added this part just for mfs like you who obviously fell for the bells and whistles https://t.co/abahkwg1it,True
"i want to approach life in a different way,i want to love and value myself more✨take each day at a time and focus on my dreams and aspirations 🌸because this life it’s only you who has the control over it🪐🪐",True
"@vmpace222 @drewontheradio she is basically saying ""i want you to be aware that you aren't catering to exactly what my 3 friends and i want so we tune away from you""

who cares what they want?",True
"some big news, (to the few of you who care, lol) been thinking of this for awhile, but after 4 years, i am retiring the miss mindy show and rebranding under a new name. details below ⬇️ https://t.co/q5daca2gwz",False
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year 17_rain_17 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/bycsfougx9 https://t.co/lp38rx3op8",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year fulan0delbutano 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/beq0qbx8ms https://t.co/wknwg4cmpf",True
@ianlucas0408 @adammacvicar @globalcalgary @kenney people like you who are blindly complying with everything are prolonging this insanity.,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year diegomonty_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/fsvypnus7s https://t.co/40jk3hvun4",True
"important info for any of you who have tix to see @davidcrosss in lincoln or any of his dates across the country. the upside is, it gives us a great reason to talk to him again when the tour gets rescheduled! #getvaccinated #stayhealthy https://t.co/5olgbnbrln",True
@nick_skeyes gn nick! have a great day! quick question for you…who is your football team?,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year 2cool4hsk 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/k6uoylrlo5 https://t.co/3jmlrfrheg",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taefilx 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/acwsya7ctn https://t.co/8mr9gobp4x",True
